IE_XML_ID;Цвет;дет_описание;пол;тг;блок;сезонность;Группировка по колодке (сайт);Наименование маркетинг;Материал верха (маркетинг);Материал верха фильтр;Группировка по моделям (сайт) ;Материал подкладки (маркетинг);Материал подкладки фильтр;Цвет (маркетинг)
500123064;серебряный;;Женский;Туфли;Обувь;Лето;221104;Серебряные женские туфли;натуральная кожа;натуральная кожа;98000;натуральная кожа;натуральная кожа;серебряный
500123066;черный;;Женский;Туфли;Обувь;Лето;221104;Черные туфли на каблуке;натуральная кожа;натуральная кожа;98000;натуральная кожа;натуральная кожа;черный
500123067;синий;;Женский;Туфли;Обувь;Лето;221104;Летние женские туфли;натуральная кожа;натуральная кожа;98001;натуральная кожа;натуральная кожа;синий / белый
500123068;розовый;;Женский;Туфли;Обувь;Лето;221104;Женские кожаные туфли;натуральная кожа;натуральная кожа;98001;натуральная кожа;натуральная кожа;светло-розовый / серый
500123069;бежевый;;Женский;Туфли;Обувь;Всесезонная;221104;Бежевые туфли на шпильке;натуральная кожа;натуральная кожа;98002;натуральная кожа;натуральная кожа;бежевый
500123821;черный;;Женский;Туфли;Обувь;Всесезонная;221104;Женские туфли на каблуке;натуральная кожа;натуральная кожа;98002;натуральная кожа;натуральная кожа;черный
500123071;розовый;;Женский;Туфли;Обувь;Всесезонная;221104;Туфли на шпильке;натуральная кожа;натуральная кожа;98002;натуральная кожа;натуральная кожа;розовый
500123588;фиолетовый;;Женский;Туфли;Обувь;Всесезонная;221104;Фиолетовые женские туфли;натуральная кожа;натуральная кожа;98002;натуральная кожа;натуральная кожа;фиолетовый
500123072;синий;;Женский;Кроссовки;Обувь;Всесезонная;221105;Женские замшевые кроссовки;замша / кожа;замша;98003;натуральная кожа;натуральная кожа;темно-синий
500123073;серый;;Женский;Кроссовки;Обувь;Всесезонная;221105;Женские кожаные кроссовки;натуральная кожа;натуральная кожа;98003;натуральная кожа;натуральная кожа;белый / серебрянный
500123075;бежевый;;Женский;Кроссовки;Обувь;Всесезонная;221105;Бежевые женские кроссовки;замша;замша;98004;натуральная кожа;натуральная кожа;бежевый
500123076;желтый;;Женский;Кроссовки;Обувь;Всесезонная;221105;Женские кожаные кроссовки;натуральная кожа;натуральная кожа;98004;натуральная кожа;натуральная кожа;светло-золотой
500123078;голубой;;Женский;Кроссовки;Обувь;Всесезонная;221105;Женские замшевые кроссовки;замша;замша;98004;натуральная кожа;натуральная кожа;светло-голубой
500123079;розовый;;Женский;Кроссовки;Обувь;Всесезонная;221105;Женские кожаные кроссовки;натуральная кожа;натуральная кожа;98005;натуральная кожа;натуральная кожа;белый / серый / розовый
500123080;бежевый;;Женский;Кроссовки;Обувь;Всесезонная;221105;Женские кожаные кроссовки;замша / кожа;замша;98006;текстиль;текстиль;темно-бежевый
500123083;бежевый;;Женский;Туфли;Обувь;Всесезонная;221106;Бежевые туфли на каблуке;натуральная кожа;натуральная кожа;98007;натуральная кожа;натуральная кожа;бежевый
500123084;красный;;Женский;Туфли;Обувь;Всесезонная;221106;Красные женские туфли;натуральная кожа;натуральная кожа;98007;натуральная кожа;натуральная кожа;красный
500123085;черный;;Женский;Туфли;Обувь;Всесезонная;221106;Женские туфли на каблуке;натуральная кожа;натуральная кожа;98007;натуральная кожа;натуральная кожа;черный
500123092;розовый;;Женский;Туфли;Обувь;Лето;221107;Женские летние туфли;замша;замша;98008;натуральная кожа;натуральная кожа;светло-розовый
500123093;черный;;Женский;Туфли;Обувь;Лето;221107;Женские туфли на каблуке;замша;замша;98008;натуральная кожа;натуральная кожа;черный
500123095;бежевый;;Женский;Туфли;Обувь;Всесезонная;221107;Бежевые туфли на шпильке;лакированная кожа;лаковая кожа;98009;натуральная кожа;натуральная кожа;бежевый
500123096;черный;;Женский;Туфли;Обувь;Всесезонная;221107;Женские туфли на каблуке;натуральная кожа;натуральная кожа;98009;натуральная кожа;натуральная кожа;черный
500123098;черный;;Женский;Туфли;Обувь;Всесезонная;221107;Женские туфли на каблуке;натуральная кожа;натуральная кожа;98010;натуральная кожа;натуральная кожа;черный
500123822;красный;;Женский;Туфли;Обувь;Всесезонная;221107;Красные лаковые туфли;лакированная кожа;лаковая кожа;98010;натуральная кожа;натуральная кожа;красный
500124532;черный;;Женский;Туфли;Обувь;Всесезонная;221107;Замшевые женские туфли;замша;замша;98011;натуральная кожа;натуральная кожа;черный
500124533;красный;;Женский;Туфли;Обувь;Всесезонная;221107;Красные женские туфли;замша;замша;98011;натуральная кожа;натуральная кожа;красный
500123113;черный;;Женский;Босоножки;Обувь;Лето;221109;Босоножки на шпильке;замша;замша;98012;натуральная кожа;натуральная кожа;черный
500123114;розовый;;Женский;Босоножки;Обувь;Лето;221109;Женские летние босоножки;замша;замша;98012;натуральная кожа;натуральная кожа;светло-розовый
500123117;розовый;;Женский;Туфли;Обувь;Лето;221109;Розовые туфли на шпильке;лакированная кожа;лаковая кожа;98013;натуральная кожа;натуральная кожа;розовый
500123120;голубой;;Женский;Туфли;Обувь;Лето;221109;Голубые женские туфли;натуральная кожа;натуральная кожа;98014;натуральная кожа;натуральная кожа;голубой
500123121;розовый;;Женский;Туфли;Обувь;Лето;221109;Туфли на шпильке;натуральная кожа;натуральная кожа;98014;натуральная кожа;натуральная кожа;розовый
500123122;черный;;Женский;Туфли;Обувь;Лето;221109;Женские туфли на каблуке;натуральная кожа;натуральная кожа;98014;натуральная кожа;натуральная кожа;черный
500123123;бежевый;;Женский;Туфли;Обувь;Лето;221109;Бежевые туфли на шпильке;лакированная кожа;лаковая кожа;98014;натуральная кожа;натуральная кожа;бежевый
500123127;серый;;Женский;Полуботинки;Обувь;Всесезонная;221110;Женские кожаные полуботинки;натуральная кожа;натуральная кожа;98015;натуральная кожа;натуральная кожа;светло-серый
500123128;бежевый;;Женский;Полуботинки;Обувь;Всесезонная;221110;Женские кожаные полуботинки;натуральная кожа;натуральная кожа;98015;натуральная кожа;натуральная кожа;светло-бежевый
500123131;розовый;;Женский;Полуботинки;Обувь;Всесезонная;221110;Розовые женские полуботинки;натуральная кожа;натуральная кожа;98016;натуральная кожа;натуральная кожа;розовый
500123132;голубой;;Женский;Полуботинки;Обувь;Всесезонная;221110;Женские кожаные полуботинки;натуральная кожа;натуральная кожа;98016;натуральная кожа;натуральная кожа;светло-голубой
500123133;черный;;Женский;Полуботинки;Обувь;Всесезонная;221110;Черные женские полуботинки;натуральная кожа;натуральная кожа;98016;натуральная кожа;натуральная кожа;черный
500123137;фуксия;;Женский;Туфли;Обувь;Всесезонная;221111;Женские туфли;натуральная кожа;натуральная кожа;98017;натуральная кожа;натуральная кожа;фуксия
500123138;черный;;Женский;Туфли;Обувь;Всесезонная;221111;Черные женские туфли;натуральная кожа;натуральная кожа;98017;натуральная кожа;натуральная кожа;черный
500123139;голубой;;Женский;Туфли;Обувь;Всесезонная;221111;Голубые женские туфли;замша;замша;98017;натуральная кожа;натуральная кожа;голубой
500123140;серый;;Женский;Туфли;Обувь;Всесезонная;221111;Серые женские туфли;замша;замша;98017;натуральная кожа;натуральная кожа;серый
500123142;белый;;Женский;Туфли;Обувь;Лето;221111;Белые женские туфли;лакированная кожа;лаковая кожа;98018;натуральная кожа;натуральная кожа;белый
500123143;черный;;Женский;Туфли;Обувь;Лето;221111;Кожаные женские туфли;натуральная кожа;натуральная кожа;98018;натуральная кожа;натуральная кожа;черный
500123154;коричневый;;Женский;Сандалии;Обувь;Лето;221113;Женские кожаные сандалии;натуральная кожа;натуральная кожа;98019;натуральная кожа;натуральная кожа;бордовый / черный
500123156;разноцветный;;Женский;Сандалии;Обувь;Лето;221113;Женские кожаные сандалии;натуральная кожа;натуральная кожа;98019;натуральная кожа;натуральная кожа;серый / черный
500123157;красный;;Женский;Сандалии;Обувь;Лето;221113;Бордовые женские сандалии;натуральная кожа;натуральная кожа;98020;натуральная кожа;натуральная кожа;бордовый
500123158;черный;;Женский;Сандалии;Обувь;Лето;221113;Черные женские сандалии;текстиль;текстиль;98020;натуральная кожа;натуральная кожа;черный
500123823;белый;;Женский;Сандалии;Обувь;Лето;221113;Белые женские сандалии;натуральная кожа;натуральная кожа;98021;натуральная кожа;натуральная кожа;белый
500123824;серый;;Женский;Сандалии;Обувь;Лето;221113;Серебряные женские сандалии;натуральная кожа;натуральная кожа;98021;натуральная кожа;натуральная кожа;серебряный
500123159;черный;;Женский;Ботильоны;Обувь;Весна-осень;221114;Черные ботильоны на каблуке;лакированная кожа;лаковая кожа;98022;натуральная кожа;натуральная кожа;черный
500123161;молочный;;Женский;Ботильоны;Обувь;Весна-осень;221114;Молочные женские ботильоны;натуральная кожа;натуральная кожа;98023;натуральная кожа;натуральная кожа;молочный
500123825;розовый;;Женский;Ботильоны;Обувь;Весна-осень;221114;Розовые женские ботильоны;замша;замша;98023;натуральная кожа;натуральная кожа;розовый
500123163;черный;;Женский;Ботильоны;Обувь;Весна-осень;221114;Черные ботильоны на каблуке;замша;замша;98023;натуральная кожа;натуральная кожа;черный
500123164;черный;;Женский;Ботильоны;Обувь;Весна-осень;221114;Черные ботильоны на каблуке;натуральная кожа;натуральная кожа;98023;натуральная кожа;натуральная кожа;черный
500123168;серый;;Женский;Туфли;Обувь;Всесезонная;221115;Серые женские туфли;замша;замша;98024;натуральная кожа;натуральная кожа;серый
500123169;бежевый;;Женский;Туфли;Обувь;Всесезонная;221115;Бежевые туфли на каблуке;замша;замша;98024;натуральная кожа;натуральная кожа;бежевый
500123170;красный;;Женский;Туфли;Обувь;Лето;221115;Красные женские туфли;замша;замша;98025;натуральная кожа;натуральная кожа;красный
500123171;черный;;Женский;Туфли;Обувь;Лето;221115;Черные женские туфли;замша;замша;98025;натуральная кожа;натуральная кожа;черный
500123174;серый;;Женский;Туфли;Обувь;Всесезонная;221115;Серые женские туфли;замша / кожа;замша;98026;натуральная кожа;натуральная кожа;серый
500123175;розовый;;Женский;Туфли;Обувь;Всесезонная;221115;Розовые женские туфли;замша / кожа;замша;98026;натуральная кожа;натуральная кожа;розовый
500123182;бежевый;;Женский;Сабо;Обувь;Лето;221116;Бежевые женские сабо;замша;замша;98027;натуральная кожа;натуральная кожа;бежевый
500123183;синий;;Женский;Сабо;Обувь;Лето;221116;Женские замшевые сабо;замша;замша;98027;натуральная кожа;натуральная кожа;темно-синий
500123184;розовый;;Женский;Туфли;Обувь;Лето;221117;Розовые лаковые туфли;лакированная кожа;лаковая кожа;98028;натуральная кожа;натуральная кожа;розовый
500123185;зеленый;;Женский;Туфли;Обувь;Лето;221117;Женские лаковые туфли;лакированная кожа;лаковая кожа;98028;натуральная кожа;натуральная кожа;светло-зеленый
500123826;розовый;;Женский;Туфли;Обувь;Лето;221117;Сиреневые женские туфли;натуральная кожа;натуральная кожа;98028;натуральная кожа;натуральная кожа;сиреневый
500123186;голубой;;Женский;Босоножки;Обувь;Лето;221117;Женские босоножки на шпильке;натуральная кожа;натуральная кожа;98029;натуральная кожа;натуральная кожа;голубой / розовый
500123187;розовый;;Женский;Босоножки;Обувь;Лето;221117;Женские босоножки на шпильке;натуральная кожа;натуральная кожа;98029;натуральная кожа;натуральная кожа;темно-розовый
500123188;бежевый;;Женский;Туфли;Обувь;Лето;221117;Бежевые туфли на шпильке;натуральная кожа;натуральная кожа;98030;натуральная кожа;натуральная кожа;бежевый
500123189;красный;;Женский;Туфли;Обувь;Лето;221117;Красные женские туфли;натуральная кожа;натуральная кожа;98030;натуральная кожа;натуральная кожа;красный
500123191;черный;;Женский;Туфли;Обувь;Лето;221117;Кожаные женские туфли;натуральная кожа;натуральная кожа;98031;натуральная кожа;натуральная кожа;черный
500123194;голубой;;Женский;Сандалии;Обувь;Лето;221118;Голубые женские сандалии;натуральная кожа;натуральная кожа;98032;натуральная кожа;натуральная кожа;голубой
500123195;синий;;Женский;Сандалии;Обувь;Лето;221118;Женские замшевые сандалии;замша;замша;98033;натуральная кожа;натуральная кожа;темно-синий
500123196;бежевый;;Женский;Сандалии;Обувь;Лето;221118;Бежевые женские сандалии;замша;замша;98033;натуральная кожа;натуральная кожа;бежевый
500123197;коричневый;;Женский;Сандалии;Обувь;Лето;221118;Рыжые женские сандалии;замша;замша;98034;натуральная кожа;натуральная кожа;рыжий
500123198;черный;;Женский;Сандалии;Обувь;Лето;221118;Черные женские сандалии;замша;замша;98034;натуральная кожа;натуральная кожа;черный
500123827;серый;;Женский;Сандалии;Обувь;Лето;221118;Серые женские сандалии;замша;замша;98034;натуральная кожа;натуральная кожа;серый
500123199;молочный;;Женский;Сандалии;Обувь;Лето;221118;Молочные женские сандалии;натуральная кожа;натуральная кожа;98035;натуральная кожа;натуральная кожа;молочный
500123200;бежевый;;Женский;Туфли;Обувь;Всесезонная;221119;Бежевые женские туфли;натуральная кожа;натуральная кожа;98036;натуральная кожа;натуральная кожа;бежевый
500123828;синий;;Женский;Туфли;Обувь;Всесезонная;221119;Синие женские туфли;замша;замша;98036;натуральная кожа;натуральная кожа;синий
500123202;серый;;Женский;Туфли;Обувь;Всесезонная;221119;Серые женские туфли;замша;замша;98037;натуральная кожа;натуральная кожа;серый
500123203;черный;;Женский;Туфли;Обувь;Всесезонная;221119;Замшевые женские туфли;замша;замша;98037;натуральная кожа;натуральная кожа;черный
500123204;серебряный;;Женский;Туфли;Обувь;Всесезонная;221119;Серебряные женские туфли;натуральная кожа;натуральная кожа;98038;натуральная кожа;натуральная кожа;серебряный
500123205;бежевый;;Женский;Туфли;Обувь;Всесезонная;221119;Бежевые женские туфли;замша;замша;98038;натуральная кожа;натуральная кожа;бежевый
500123207;черный;;Женский;Туфли;Обувь;Лето;221120;Женские летние туфли;кожа / текстиль;натуральная кожа;98039;натуральная кожа;натуральная кожа;черный / золотой
500123210;черный;;Женский;Туфли;Обувь;Всесезонная;221120;Замшевые женские туфли;замша;замша;98040;натуральная кожа;натуральная кожа;черный
500123211;бежевый;;Женский;Туфли;Обувь;Всесезонная;221120;Туфли на низком каблуке;замша;замша;98041;натуральная кожа;натуральная кожа;бежевый
500123212;черный;;Женский;Туфли;Обувь;Всесезонная;221120;Туфли на низком каблуке;натуральная кожа;натуральная кожа;98041;натуральная кожа;натуральная кожа;черный
500123213;розовый;;Женский;Туфли;Обувь;Лето;221120;Женские кожаные туфли;натуральная кожа;натуральная кожа;98042;натуральная кожа;натуральная кожа;светло-розовый
500123214;красный;;Женский;Туфли;Обувь;Лето;221120;Красные лаковые туфли;лакированная кожа;лаковая кожа;98042;натуральная кожа;натуральная кожа;красный
500123215;черный;;Женский;Туфли;Обувь;Лето;221120;Черные лаковые туфли;лакированная кожа;лаковая кожа;98042;натуральная кожа;натуральная кожа;черный
500123216;коричневый;;Женский;Босоножки;Обувь;Лето;221121;Рыжые женские босоножки;замша;замша;98043;натуральная кожа;натуральная кожа;рыжий
500123217;черный;;Женский;Босоножки;Обувь;Лето;221121;Замшевые женские босоножки;замша;замша;98043;натуральная кожа;натуральная кожа;черный
500123219;черный;;Женский;Туфли;Обувь;Лето;221121;Кожаные женские туфли;натуральная кожа;натуральная кожа;98044;натуральная кожа;натуральная кожа;черный
500123829;бежевый;;Женский;Туфли;Обувь;Лето;221121;Бежевые лаковые туфли;лакированная кожа;лаковая кожа;98044;натуральная кожа;натуральная кожа;бежевый
500123221;бежевый;;Женский;Туфли;Обувь;Лето;221121;Бежевые женские туфли;натуральная кожа;натуральная кожа;98045;натуральная кожа;натуральная кожа;бежевый
500123222;красный;;Женский;Туфли;Обувь;Лето;221121;Красные лаковые туфли;лакированная кожа;лаковая кожа;98045;натуральная кожа;натуральная кожа;красный
500123224;розовый;;Женский;Босоножки;Обувь;Лето;221121;Женские кожаные босоножки;натуральная кожа;натуральная кожа;98046;натуральная кожа;натуральная кожа;светло-розовый
500123225;серый;;Женский;Босоножки;Обувь;Лето;221121;Женские летние босоножки;натуральная кожа;натуральная кожа;98046;натуральная кожа;натуральная кожа;светло-серый
500123229;красный;;Женский;Босоножки;Обувь;Лето;221121;Красные женские босоножки;замша;замша;98047;натуральная кожа;натуральная кожа;красный
500123230;коричневый;;Женский;Босоножки;Обувь;Лето;221121;Рыжые женские босоножки;замша;замша;98047;натуральная кожа;натуральная кожа;рыжий
500123235;красный;;Женский;Босоножки;Обувь;Лето;221122;Женские босоножки на каблуке;натуральная кожа;натуральная кожа;98048;натуральная кожа;натуральная кожа;белый / красный
500123236;бежевый;;Женский;Босоножки;Обувь;Лето;221122;Бежевые женские босоножки;натуральная кожа;натуральная кожа;98049;натуральная кожа;натуральная кожа;бежевый
500123237;разноцветный;;Женский;Босоножки;Обувь;Лето;221122;Женские кожаные босоножки;натуральная кожа;натуральная кожа;98049;натуральная кожа;натуральная кожа;белый / черный
500123238;синий;;Женский;Босоножки;Обувь;Лето;221122;Синие женские босоножки;натуральная кожа;натуральная кожа;98050;натуральная кожа;натуральная кожа;синий
500123239;коричневый;;Женский;Босоножки;Обувь;Лето;221122;Рыжые женские босоножки;натуральная кожа;натуральная кожа;98050;натуральная кожа;натуральная кожа;рыжий
500123241;черный;;Женский;Босоножки;Обувь;Лето;221122;Босоножки на каблуке;натуральная кожа;натуральная кожа;98051;натуральная кожа;натуральная кожа;черный
500123242;черный;;Женский;Босоножки;Обувь;Лето;221124;Черные женские босоножки;замша;замша;98052;натуральная кожа;натуральная кожа;черный
500123243;серый;;Женский;Босоножки;Обувь;Лето;221124;Серые женские босоножки;замша;замша;98052;натуральная кожа;натуральная кожа;серый
500123830;оранжевый;;Женский;Босоножки;Обувь;Лето;221124;Оранжевые женские босоножки;замша;замша;98052;натуральная кожа;натуральная кожа;оранжевый
500123244;черный;;Женский;Босоножки;Обувь;Лето;221124;Черные женские босоножки;замша;замша;98053;натуральная кожа;натуральная кожа;черный
500123250;черный;;Женский;Босоножки;Обувь;Лето;221125;Черные женские босоножки;натуральная кожа;натуральная кожа;98054;натуральная кожа;натуральная кожа;черный
500123251;красный;;Женский;Босоножки;Обувь;Лето;221125;Красные женские босоножки;натуральная кожа;натуральная кожа;98054;натуральная кожа;натуральная кожа;красный
500123252;зеленый;;Женский;Босоножки;Обувь;Лето;221125;Женские босоножки на каблуке;натуральная кожа;натуральная кожа;98055;натуральная кожа;натуральная кожа;зеленый / белый
500123256;черный;;Женский;Босоножки;Обувь;Лето;221125;Черные женские босоножки;натуральная кожа;натуральная кожа;98056;натуральная кожа;натуральная кожа;черный
500123257;черный;;Женский;Ботильоны;Обувь;Лето;221126;Черные ботильоны на каблуке;натуральная кожа;натуральная кожа;98057;натуральная кожа;натуральная кожа;черный
500123263;черный;;Женский;Сабо;Обувь;Лето;221126;Черные женские сабо;натуральная кожа;натуральная кожа;98058;натуральная кожа;натуральная кожа;черный
500123264;серый;;Женский;Сабо;Обувь;Лето;221126;Женские металлик сабо;натуральная кожа;натуральная кожа;98058;натуральная кожа;натуральная кожа;никель
500123265;бежевый;;Женский;Ботильоны;Обувь;Лето;221126;Бежевые женские ботильоны;замша;замша;98059;натуральная кожа;натуральная кожа;бежевый
500123831;черный;;Женский;Ботильоны;Обувь;Лето;221126;Черные замшевые ботильоны;замша;замша;98059;натуральная кожа;натуральная кожа;черный
500123275;розовый;;Женский;Слиперы;Обувь;Всесезонная;221128;Розовые женские слиперы;замша;замша;98060;натуральная кожа;натуральная кожа;розовый
500123276;черный;;Женский;Слиперы;Обувь;Всесезонная;221128;Черные женские слиперы;замша;замша;98060;натуральная кожа;натуральная кожа;черный
500123279;бежевый;;Женский;Слиперы;Обувь;Всесезонная;221128;Бежевые женские слиперы;замша;замша;98061;натуральная кожа;натуральная кожа;бежевый
500123280;синий;;Женский;Слиперы;Обувь;Всесезонная;221128;Женские замшевые слиперы;замша;замша;98061;натуральная кожа;натуральная кожа;темно-синий
500123834;голубой;;Женский;Слиперы;Обувь;Всесезонная;221128;Голубые женские слиперы;замша;замша;98061;натуральная кожа;натуральная кожа;голубой
500123832;бежевый;;Женский;Слиперы;Обувь;Всесезонная;221128;Бежевые женские слиперы;замша;замша;98062;натуральная кожа;натуральная кожа;бежевый
500123833;черный;;Женский;Слиперы;Обувь;Всесезонная;221128;Черные женские слиперы;замша;замша;98062;натуральная кожа;натуральная кожа;черный
500123287;розовый;;Женский;Сабо;Обувь;Лето;221129;Коралловые женские сабо;замша;замша;98063;натуральная кожа;натуральная кожа;коралловый
500123835;голубой;;Женский;Сабо;Обувь;Лето;221129;Голубые женские сабо;замша;замша;98063;натуральная кожа;натуральная кожа;голубой
500123289;серый;;Женский;Сабо;Обувь;Лето;221129;Серые женские сабо;замша;замша;98063;натуральная кожа;натуральная кожа;серый
500123294;голубой;;Женский;Сандалии;Обувь;Лето;221129;Женские кожаные сандалии;натуральная кожа;натуральная кожа;98064;натуральная кожа;натуральная кожа;светло-голубой
500123296;серый;;Женский;Сандалии;Обувь;Лето;221129;Серые женские сандалии;натуральная кожа;натуральная кожа;98065;натуральная кожа;натуральная кожа;серый
500123297;синий;;Женский;Босоножки;Обувь;Лето;221130;Женские замшевые босоножки;замша;замша;98066;натуральная кожа;натуральная кожа;темно-синий
500123298;коричневый;;Женский;Босоножки;Обувь;Лето;221130;Рыжые женские босоножки;замша;замша;98066;натуральная кожа;натуральная кожа;рыжий
500123302;розовый;;Женский;Сабо;Обувь;Лето;221130;Женские летние сабо;натуральная кожа;натуральная кожа;98067;натуральная кожа;натуральная кожа;розово-золотой
500123303;черный;;Женский;Сабо;Обувь;Лето;221130;Сабо на платформе;натуральная кожа;натуральная кожа;98067;натуральная кожа;натуральная кожа;черный
500123305;черный;;Женский;Лоферы;Обувь;Всесезонная;221131;Черные женские лоферы;замша;замша;98068;натуральная кожа;натуральная кожа;черный
500123306;красный;;Женский;Лоферы;Обувь;Всесезонная;221131;Красные женские лоферы;замша;замша;98068;натуральная кожа;натуральная кожа;красный
500123307;серый;;Женский;Лоферы;Обувь;Всесезонная;221131;Серые женские лоферы;замша;замша;98068;натуральная кожа;натуральная кожа;серый
500123836;бежевый;;Женский;Лоферы;Обувь;Всесезонная;221131;Бежевые женские лоферы;замша;замша;98068;натуральная кожа;натуральная кожа;бежевый
500123312;черный;;Женский;Босоножки;Обувь;Лето;221132;Босоножки на танкетке;натуральная кожа;натуральная кожа;98069;натуральная кожа;натуральная кожа;черный
500123313;серебряный;;Женский;Босоножки;Обувь;Лето;221132;Серебряные женские босоножки;натуральная кожа;натуральная кожа;98069;натуральная кожа;натуральная кожа;серебряный
500123314;белый;;Женский;Босоножки;Обувь;Лето;221132;Белые женские босоножки;натуральная кожа;натуральная кожа;98069;натуральная кожа;натуральная кожа;белый
500123320;синий;;Женский;Босоножки;Обувь;Лето;221132;Синие женские босоножки;замша;замша;98070;натуральная кожа;натуральная кожа;синий
500123321;молочный;;Женский;Босоножки;Обувь;Лето;221132;Молочные женские босоножки;натуральная кожа;натуральная кожа;98070;натуральная кожа;натуральная кожа;молочный
500123323;розовый;;Женский;Туфли;Обувь;Лето;221133;Женские металлик туфли;натуральная кожа;натуральная кожа;98071;натуральная кожа;натуральная кожа;розово-золотой
500123324;черный;;Женский;Туфли;Обувь;Лето;221133;Черные лаковые туфли;лакированная кожа;лаковая кожа;98072;натуральная кожа;натуральная кожа;черный
500123325;бежевый;;Женский;Туфли;Обувь;Лето;221133;Бежевые туфли на танкетке;натуральная кожа;натуральная кожа;98072;натуральная кожа;натуральная кожа;бежевый
500123326;голубой;;Женский;Босоножки;Обувь;Лето;221133;Голубые женские босоножки;натуральная кожа;натуральная кожа;98073;натуральная кожа;натуральная кожа;голубой
500123327;желтый;;Женский;Босоножки;Обувь;Лето;221133;Женские кожаные босоножки;натуральная кожа;натуральная кожа;98073;натуральная кожа;натуральная кожа;светло-желтый
500123333;серый;;Женский;Туфли;Обувь;Всесезонная;221134;Женские металлик туфли;натуральная кожа;натуральная кожа;98074;натуральная кожа;натуральная кожа;никель
500123341;черный;;Женский;Туфли;Обувь;Лето;221134;Замшевые женские туфли;замша;замша;98075;натуральная кожа;натуральная кожа;черный
500123344;красный;;Женский;Туфли;Обувь;Лето;221134;Красные лаковые туфли;лакированная кожа;лаковая кожа;98076;натуральная кожа;натуральная кожа;красный
500123345;серый;;Женский;Туфли;Обувь;Лето;221134;Женские лаковые туфли;лакированная кожа;лаковая кожа;98076;натуральная кожа;натуральная кожа;светло-серый
500123346;черный;;Женский;Туфли;Обувь;Лето;221134;Женские туфли на шпильке;натуральная кожа;натуральная кожа;98076;натуральная кожа;натуральная кожа;черный
500123837;черный;;Женский;Туфли;Обувь;Лето;221134;Кожаные женские туфли;натуральная кожа;натуральная кожа;98077;натуральная кожа;натуральная кожа;черный
500123838;красный;;Женский;Туфли;Обувь;Лето;221134;Красные женские туфли;натуральная кожа;натуральная кожа;98077;натуральная кожа;натуральная кожа;красный
500123349;розовый;;Женский;Туфли;Обувь;Лето;221135;Женские розовые туфли;натуральная кожа;натуральная кожа;98078;натуральная кожа;натуральная кожа;светло-розовый
500123839;черный;;Женский;Туфли;Обувь;Лето;221135;Туфли на низком каблуке;натуральная кожа;натуральная кожа;98078;натуральная кожа;натуральная кожа;черный
500123351;черный;;Женский;Туфли;Обувь;Всесезонная;221135;Кожаные женские туфли;натуральная кожа;натуральная кожа;98079;натуральная кожа;натуральная кожа;черный
500123352;красный;;Женский;Туфли;Обувь;Всесезонная;221135;Красные женские туфли;натуральная кожа;натуральная кожа;98079;натуральная кожа;натуральная кожа;красный
500123357;черный;;Женский;Туфли;Обувь;Всесезонная;221135;Черные женские туфли;замша;замша;98080;натуральная кожа;натуральная кожа;черный
500123358;бежевый;;Женский;Туфли;Обувь;Всесезонная;221135;Бежевые женские туфли;замша;замша;98080;натуральная кожа;натуральная кожа;бежевый
500123368;черный;;Женский;Босоножки;Обувь;Лето;221137;Черные женские босоножки;замша;замша;98081;натуральная кожа;натуральная кожа;черный
500123370;голубой;;Женский;Босоножки;Обувь;Лето;221137;Голубые женские босоножки;замша;замша;98082;натуральная кожа;натуральная кожа;голубой
500123840;розовый;;Женский;Босоножки;Обувь;Лето;221137;Женские босоножки на каблуке;натуральная кожа;натуральная кожа;98082;натуральная кожа;натуральная кожа;светло-коралловый
500123372;синий;;Женский;Босоножки;Обувь;Лето;221137;Синие женские босоножки;замша;замша;98083;натуральная кожа;натуральная кожа;синий
500123373;фуксия;;Женский;Босоножки;Обувь;Лето;221137;Женские босоножки;замша;замша;98083;натуральная кожа;натуральная кожа;фуксия
