IE_XML_ID;Цвет;дет_описание;пол;тг;блок;сезонность;Группировка по колодке (сайт);Наименование маркетинг;Материал верха (маркетинг);Материал верха фильтр;Группировка по моделям (сайт) ;Материал подкладки (маркетинг);Материал подкладки фильтр;Цвет (маркетинг)
500124694;красный;Страна производства: Италия;Женский;Сумки;Аксессуары;Всесезонная;224545;Красная женская сумка;натуральная кожа;натуральная кожа;98295;текстиль;текстиль;красный
500124693;желтый;Страна производства: Италия;Женский;Сумки;Аксессуары;Всесезонная;224545;Желтая женская сумка;натуральная кожа;натуральная кожа;98295;текстиль;текстиль;желтый
500124696;бежевый;Страна производства: Италия;Женский;Сумки;Аксессуары;Всесезонная;224546;Бежевая женская сумка;натуральная кожа;натуральная кожа;98296;текстиль;текстиль;бежевый
500124699;красный;Страна производства: Италия;Женский;Сумки;Аксессуары;Всесезонная;224546;Бордовая женская сумка;натуральная кожа;натуральная кожа;98296;текстиль;текстиль;бордовый
500124700;зеленый;Страна производства: Италия;Женский;Сумки;Аксессуары;Всесезонная;224546;Сумка из натуральной кожи;натуральная кожа;натуральная кожа;98296;текстиль;текстиль;темно-зеленый
500124697;коричневый;Страна производства: Италия;Женский;Сумки;Аксессуары;Всесезонная;224546;Коричневая женская сумка;натуральная кожа;натуральная кожа;98296;текстиль;текстиль;коричневый
500124698;серый;Страна производства: Италия;Женский;Сумки;Аксессуары;Всесезонная;224546;Женская сумка из кожи;натуральная кожа;натуральная кожа;98296;текстиль;текстиль;темно-серый
500124768;черный;Страна производства: Италия;Женский;Сумки;Аксессуары;Всесезонная;224547;Черная женская сумка;натуральная кожа;натуральная кожа;98297;текстиль;текстиль;черный
500124769;бежевый;Страна производства: Италия;Женский;Сумки;Аксессуары;Всесезонная;224547;Бежевая женская сумка;натуральная кожа;натуральная кожа;98297;текстиль;текстиль;бежевый
500124061;черный;;Мужской;Сумки;Аксессуары;Всесезонная;221600;Черная мужская сумка;натуральная кожа;натуральная кожа;98298;текстиль;текстиль;черный
500124062;черный;;Мужской;Сумки;Аксессуары;Всесезонная;221601;Черная мужская сумка;натуральная кожа;натуральная кожа;98299;текстиль;текстиль;черный
500124063;черный;;Мужской;Сумки;Аксессуары;Всесезонная;221602;Черная мужская сумка;натуральная кожа;натуральная кожа;98300;текстиль;текстиль;черный
500124064;черный;;Мужской;Барсетки;Аксессуары;Всесезонная;221603;Черная мужская барсетка;натуральная кожа;натуральная кожа;98301;текстиль;текстиль;черный
500124065;черный;;Мужской;Сумки;Аксессуары;Всесезонная;221604;Черная мужская сумка;натуральная кожа;натуральная кожа;98302;текстиль;текстиль;черный
500124066;черный;;Мужской;Сумки;Аксессуары;Всесезонная;221605;Черная мужская сумка;натуральная кожа;натуральная кожа;98303;текстиль;текстиль;черный
500124067;черный;;Мужской;Сумки;Аксессуары;Всесезонная;221606;Черная мужская сумка;натуральная кожа;натуральная кожа;98304;текстиль;текстиль;черный
500124068;черный;;Мужской;Сумки;Аксессуары;Всесезонная;221607;Черная мужская сумка;натуральная кожа;натуральная кожа;98305;текстиль;текстиль;черный
500124069;черный;;Мужской;Сумки;Аксессуары;Всесезонная;221608;Черная мужская сумка;натуральная кожа;натуральная кожа;98306;текстиль;текстиль;черный
500124070;черный;;Мужской;Рюкзаки;Аксессуары;Всесезонная;221609;Черный мужской рюкзак;натуральная кожа;натуральная кожа;98307;текстиль;текстиль;черный
500124071;черный;;Мужской;Рюкзаки;Аксессуары;Всесезонная;221610;Черный мужской рюкзак;натуральная кожа;натуральная кожа;98308;текстиль;текстиль;черный
500124781;разноцветный;;Унисекс;Зонты;Аксессуары;Всесезонная;221611;Зонт;текстиль;текстиль;98309;текстиль;текстиль;разноцветный
500124782;разноцветный;;Унисекс;Зонты;Аксессуары;Всесезонная;221612;Зонт;текстиль;текстиль;98310;текстиль;текстиль;разноцветный
500124783;разноцветный;;Унисекс;Зонты;Аксессуары;Всесезонная;221613;Зонт;текстиль;текстиль;98311;текстиль;текстиль;разноцветный
500124784;разноцветный;;Унисекс;Зонты;Аксессуары;Всесезонная;221614;Зонт;текстиль;текстиль;98312;текстиль;текстиль;разноцветный
500124238;розовый;;Женский;Босоножки;Обувь;Лето;222100;Розовые женские босоножки;натуральная кожа;натуральная кожа;98313;натуральная кожа;натуральная кожа;розовый
500124239;голубой;;Женский;Босоножки;Обувь;Лето;222100;Голубые женские босоножки;натуральная кожа;натуральная кожа;98313;натуральная кожа;натуральная кожа;голубой
500124240;розовый;;Женский;Босоножки;Обувь;Лето;222101;Розовые женские босоножки;натуральная кожа;натуральная кожа;98314;натуральная кожа;натуральная кожа;розовый
500124241;черный;;Женский;Босоножки;Обувь;Лето;222101;Босоножки на каблуке;натуральная кожа;натуральная кожа;98314;натуральная кожа;натуральная кожа;черный
500124242;серый;;Женский;Босоножки;Обувь;Лето;222102;Серые женские босоножки;натуральная кожа;натуральная кожа;98315;натуральная кожа;натуральная кожа;серый
500124243;голубой;;Женский;Босоножки;Обувь;Лето;222102;Голубые женские босоножки;натуральная кожа;натуральная кожа;98315;натуральная кожа;натуральная кожа;голубой
500124244;желтый;;Женский;Босоножки;Обувь;Лето;222102;Золотые женские босоножки;натуральная кожа;натуральная кожа;98316;натуральная кожа;натуральная кожа;золотой
500124245;синий;;Женский;Босоножки;Обувь;Лето;222102;Синие женские босоножки;натуральная кожа;натуральная кожа;98316;натуральная кожа;натуральная кожа;синий
500124246;желтый;;Женский;Босоножки;Обувь;Лето;222102;Желтые женские босоножки;натуральная кожа;натуральная кожа;98316;натуральная кожа;натуральная кожа;желтый
500124247;коричневый;;Женский;Босоножки;Обувь;Лето;222103;Коричневые женские босоножки;натуральная кожа;натуральная кожа;98317;натуральная кожа;натуральная кожа;коричневый
500124248;желтый;;Женский;Босоножки;Обувь;Лето;222103;Желтые женские босоножки;натуральная кожа;натуральная кожа;98317;натуральная кожа;натуральная кожа;желтый
500124249;коричневый;;Женский;Босоножки;Обувь;Лето;222103;Рыжые женские босоножки;натуральная кожа;натуральная кожа;98317;натуральная кожа;натуральная кожа;рыжий
500124250;черный;;Женский;Балетки;Обувь;Всесезонная;222104;Черные женские балетки;натуральная кожа;натуральная кожа;98318;без подкладки;без подкладки;черный
500124251;бежевый;;Женский;Балетки;Обувь;Всесезонная;222104;Бежевые женские балетки;натуральная кожа;натуральная кожа;98318;без подкладки;без подкладки;бежевый
500124252;голубой;;Женский;Мокасины;Обувь;Всесезонная;222105;Голубые женские мокасины;нубук;нубук;98319;без подкладки;без подкладки;голубой
500124253;фиолетовый;;Женский;Мокасины;Обувь;Всесезонная;222105;Фиолетовые женские мокасины;нубук;нубук;98319;без подкладки;без подкладки;фиолетовый
500124254;желтый;;Женский;Мокасины;Обувь;Всесезонная;222105;Желтые женские мокасины;нубук;нубук;98319;без подкладки;без подкладки;желтый
500124255;зеленый;;Женский;Мокасины;Обувь;Всесезонная;222105;Зеленые женские мокасины;нубук;нубук;98319;без подкладки;без подкладки;зеленый
500124256;серый;;Женский;Мокасины;Обувь;Всесезонная;222105;Серые женские мокасины;нубук;нубук;98319;без подкладки;без подкладки;серый
500124257;розовый;;Женский;Мокасины;Обувь;Всесезонная;222106;Розовые женские мокасины;замша;замша;98320;натуральная кожа;натуральная кожа;розовый
500124258;зеленый;;Женский;Мокасины;Обувь;Всесезонная;222106;Зеленые женские мокасины;замша;замша;98320;натуральная кожа;натуральная кожа;зеленый
500124259;фиолетовый;;Женский;Мокасины;Обувь;Всесезонная;222106;Фиолетовые женские мокасины;замша;замша;98320;натуральная кожа;натуральная кожа;фиолетовый
500124260;голубой;;Женский;Лоферы;Обувь;Всесезонная;222107;Голубые женские лоферы;нубук;нубук;98321;натуральная кожа;натуральная кожа;голубой
500124261;розовый;;Женский;Лоферы;Обувь;Всесезонная;222107;Розовые женские лоферы;нубук;нубук;98321;натуральная кожа;натуральная кожа;розовый
500124262;бежевый;;Женский;Лоферы;Обувь;Всесезонная;222107;Бежевые женские лоферы;натуральная кожа;натуральная кожа;98321;натуральная кожа;натуральная кожа;бежевый
500124263;бежевый;;Женский;Полуботинки;Обувь;Всесезонная;222108;Женские полуботинки нубук;кожа / нубук;нубук;98322;без подкладки;без подкладки;светло-бежевый
500124264;коричневый;;Женский;Полуботинки;Обувь;Всесезонная;222108;Рыжые женские полуботинки;кожа / нубук;нубук;98322;без подкладки;без подкладки;рыжий
500124265;зеленый;;Женский;Полуботинки;Обувь;Всесезонная;222108;Зеленые женские полуботинки;кожа / нубук;нубук;98322;без подкладки;без подкладки;зеленый
500124266;бежевый;;Женский;Эспадрильи;Обувь;Лето;222109;Бежевые женские эспадрильи;натуральная кожа;натуральная кожа;98323;без подкладки;без подкладки;бежевый
500124267;белый;;Женский;Эспадрильи;Обувь;Лето;222109;Белые женские эспадрильи;натуральная кожа;натуральная кожа;98323;без подкладки;без подкладки;белый
500124268;желтый;;Женский;Эспадрильи;Обувь;Лето;222109;Золотые женские эспадрильи;натуральная кожа;натуральная кожа;98323;без подкладки;без подкладки;золотой
500124269;розовый;;Женский;Эспадрильи;Обувь;Лето;222109;Розовые женские эспадрильи;натуральная кожа;натуральная кожа;98323;без подкладки;без подкладки;розовый
500124270;серебряный;;Женский;Эспадрильи;Обувь;Всесезонная;222109;Серебряные женские эспадрильи;натуральная кожа;натуральная кожа;98324;без подкладки;без подкладки;серебряный
500124271;зеленый;;Женский;Эспадрильи;Обувь;Всесезонная;222109;Зеленые женские эспадрильи;натуральная кожа;натуральная кожа;98324;без подкладки;без подкладки;зеленый
500124272;голубой;;Женский;Эспадрильи;Обувь;Всесезонная;222109;Голубые женские эспадрильи;натуральная кожа;натуральная кожа;98324;без подкладки;без подкладки;голубой
500124273;коричневый;;Женский;Эспадрильи;Обувь;Всесезонная;222109;Коричневые женские эспадрильи;натуральная кожа;натуральная кожа;98324;без подкладки;без подкладки;коричневый
500124274;желтый;;Женский;Эспадрильи;Обувь;Всесезонная;222109;Золотые женские эспадрильи;натуральная кожа;натуральная кожа;98324;без подкладки;без подкладки;золотой
500124275;голубой;;Женский;Эспадрильи;Обувь;Лето;222109;Голубые женские эспадрильи;натуральная кожа;натуральная кожа;98325;без подкладки;без подкладки;голубой
500124276;бежевый;;Женский;Эспадрильи;Обувь;Лето;222109;Бежевые женские эспадрильи;натуральная кожа;натуральная кожа;98325;без подкладки;без подкладки;бежевый
500124277;розовый;;Женский;Эспадрильи;Обувь;Лето;222109;Розовые женские эспадрильи;натуральная кожа;натуральная кожа;98325;без подкладки;без подкладки;розовый
500124278;коричневый;;Женский;Эспадрильи;Обувь;Лето;222109;Рыжые женские эспадрильи;натуральная кожа;натуральная кожа;98325;без подкладки;без подкладки;рыжий
500124279;белый;;Женский;Эспадрильи;Обувь;Лето;222109;Белые женские эспадрильи;натуральная кожа;натуральная кожа;98325;без подкладки;без подкладки;белый
500124280;красный;;Женский;Эспадрильи;Обувь;Лето;222109;Красные женские эспадрильи;натуральная кожа;натуральная кожа;98325;без подкладки;без подкладки;красный
500124281;желтый;;Женский;Эспадрильи;Обувь;Всесезонная;222110;Желтые женские эспадрильи;натуральная кожа;натуральная кожа;98326;без подкладки;без подкладки;желтый
500124282;розовый;;Женский;Эспадрильи;Обувь;Всесезонная;222110;Розовые женские эспадрильи;натуральная кожа;натуральная кожа;98326;без подкладки;без подкладки;розовый
500124283;коричневый;;Женский;Босоножки;Обувь;Лето;222111;Коричневые женские босоножки;замша;замша;98327;натуральная кожа;натуральная кожа;коричневый
500124284;розовый;;Женский;Босоножки;Обувь;Лето;222111;Розовые женские босоножки;замша;замша;98327;натуральная кожа;натуральная кожа;розовый
500124285;розовый;;Женский;Слиперы;Обувь;Всесезонная;222112;Розовые женские слиперы;натуральная кожа;натуральная кожа;98328;натуральная кожа;натуральная кожа;розовый
500124286;серый;;Женский;Слиперы;Обувь;Всесезонная;222112;Серые женские слиперы;натуральная кожа;натуральная кожа;98328;натуральная кожа;натуральная кожа;серый
500124287;серый;;Женский;Лоферы;Обувь;Всесезонная;222113;Серые женские лоферы;натуральная кожа;натуральная кожа;98329;без подкладки;без подкладки;серый
500124288;бежевый;;Женский;Лоферы;Обувь;Всесезонная;222113;Бежевые женские лоферы;натуральная кожа;натуральная кожа;98329;без подкладки;без подкладки;бежевый
500124289;розовый;;Женский;Полуботинки;Обувь;Лето;222114;Розовые женские полуботинки;натуральная кожа;натуральная кожа;98330;без подкладки;без подкладки;розовый
500124290;бежевый;;Женский;Полуботинки;Обувь;Лето;222114;Женские полуботинки на платформе;натуральная кожа;натуральная кожа;98330;без подкладки;без подкладки;светло-бежевый
500124291;голубой;;Женский;Полуботинки;Обувь;Лето;222114;Голубые женские полуботинки;натуральная кожа;натуральная кожа;98330;без подкладки;без подкладки;голубой
500124292;синий;;Женский;Лоферы;Обувь;Всесезонная;222115;Женские кожаные лоферы;натуральная кожа;натуральная кожа;98331;натуральная кожа;натуральная кожа;темно-синий
500124293;розовый;;Женский;Лоферы;Обувь;Всесезонная;222115;Розовые женские лоферы;натуральная кожа;натуральная кожа;98331;натуральная кожа;натуральная кожа;розовый
500124294;белый;;Женский;Лоферы;Обувь;Всесезонная;222115;Белые женские лоферы;натуральная кожа;натуральная кожа;98331;натуральная кожа;натуральная кожа;белый
500124295;розовый;;Женский;Слиперы;Обувь;Всесезонная;222116;Розовые женские слиперы;натуральная кожа;натуральная кожа;98332;натуральная кожа;натуральная кожа;розовый
500124296;серый;;Женский;Слиперы;Обувь;Всесезонная;222116;Серые женские слиперы;натуральная кожа;натуральная кожа;98332;натуральная кожа;натуральная кожа;серый
500124297;красный;;Женский;Лоферы;Обувь;Всесезонная;222117;Красные женские лоферы;замша;замша;98333;натуральная кожа;натуральная кожа;красный
500124298;бежевый;;Женский;Лоферы;Обувь;Всесезонная;222117;Бежевые женские лоферы;замша;замша;98333;натуральная кожа;натуральная кожа;бежевый
500124299;синий;;Женский;Лоферы;Обувь;Всесезонная;222117;Женские лоферы из замши;замша;замша;98333;натуральная кожа;натуральная кожа;темно-синий
500124300;черный;;Женский;Полуботинки;Обувь;Лето;222118;Черные женские полуботинки;натуральная кожа;натуральная кожа;98334;натуральная кожа;натуральная кожа;черный
500124343;синий;;Женский;Полуботинки;Обувь;Лето;222118;Синие женские полуботинки;натуральная кожа;натуральная кожа;98334;натуральная кожа;натуральная кожа;синий
500124344;серебряный;;Женский;Полуботинки;Обувь;Лето;222118;Серебряные женские полуботинки;натуральная кожа;натуральная кожа;98335;натуральная кожа;натуральная кожа;серебряный
500124303;бежевый;;Женский;Кроссовки;Обувь;Лето;222119;Бежевые женские кроссовки;нубук;нубук;98336;без подкладки;без подкладки;бежевый
500124304;зеленый;;Женский;Кроссовки;Обувь;Лето;222119;Зеленые женские кроссовки;нубук;нубук;98336;без подкладки;без подкладки;зеленый
500124305;красный;;Женский;Кроссовки;Обувь;Лето;222119;Красные женские кроссовки;нубук;нубук;98336;без подкладки;без подкладки;красный
500124432;белый;;Женский;Кроссовки;Обувь;Лето;222119;Белые женские кроссовки;натуральная кожа;натуральная кожа;98336;без подкладки;без подкладки;белый
500124306;зеленый;;Женский;Кеды;Обувь;Лето;222120;Женские кеды нубук;нубук;нубук;98337;без подкладки;без подкладки;темно-зеленый
500124307;бежевый;;Женский;Кеды;Обувь;Лето;222120;Бежевые женские кеды;нубук;нубук;98337;без подкладки;без подкладки;бежевый
500124308;черный;;Женский;Туфли;Обувь;Всесезонная;222121;Замшевые женские туфли;замша;замша;98338;натуральная кожа;натуральная кожа;черный
500124309;красный;;Женский;Туфли;Обувь;Всесезонная;222121;Бордовые лаковые туфли;лакированная кожа;лаковая кожа;98338;натуральная кожа;натуральная кожа;бордовый
500124310;черный;;Женский;Туфли;Обувь;Всесезонная;222121;Кожаные женские туфли;натуральная кожа;натуральная кожа;98338;натуральная кожа;натуральная кожа;черный
500124311;бежевый;;Женский;Туфли;Обувь;Всесезонная;222121;Бежевые кожаные туфли;натуральная кожа;натуральная кожа;98338;натуральная кожа;натуральная кожа;бежевый
500124312;розовый;;Женский;Туфли;Обувь;Лето;222121;Кожаные женские туфли;натуральная кожа;натуральная кожа;98339;натуральная кожа;натуральная кожа;розовый
500124313;бежевый;;Женский;Туфли;Обувь;Лето;222121;Бежевые лаковые туфли;лакированная кожа;лаковая кожа;98339;натуральная кожа;натуральная кожа;бежевый
500124314;серый;;Женский;Туфли;Обувь;Лето;222121;Серые женские туфли;замша;замша;98339;натуральная кожа;натуральная кожа;серый
500124315;бежевый;;Женский;Туфли;Обувь;Всесезонная;222122;Бежевые кожаные туфли;натуральная кожа;натуральная кожа;98340;натуральная кожа;натуральная кожа;бежевый
500124316;черный;;Женский;Туфли;Обувь;Всесезонная;222122;Туфли на низком каблуке;натуральная кожа;натуральная кожа;98340;натуральная кожа;натуральная кожа;черный
500124317;черный;;Женский;Туфли;Обувь;Всесезонная;222123;Кожаные женские туфли;натуральная кожа;натуральная кожа;98341;натуральная кожа;натуральная кожа;черный
500124318;бежевый;;Женский;Туфли;Обувь;Всесезонная;222123;Бежевые женские туфли;натуральная кожа;натуральная кожа;98341;натуральная кожа;натуральная кожа;бежевый
500124319;фиолетовый;;Женский;Туфли;Обувь;Всесезонная;222123;Фиолетовые женские туфли;нубук;нубук;98342;натуральная кожа;натуральная кожа;фиолетовый
500124320;розовый;;Женский;Туфли;Обувь;Всесезонная;222123;Розовые женские туфли;нубук;нубук;98342;натуральная кожа;натуральная кожа;розовый
500124321;бежевый;;Женский;Туфли;Обувь;Всесезонная;222123;Бежевые туфли нубук;нубук;нубук;98342;натуральная кожа;натуральная кожа;бежевый
500124327;черный;;Женский;Босоножки;Обувь;Лето;222125;Черные женские босоножки;натуральная кожа;натуральная кожа;98343;натуральная кожа;натуральная кожа;черный
500124328;серебряный;;Женский;Босоножки;Обувь;Лето;222125;Серебряные женские босоножки;натуральная кожа;натуральная кожа;98343;натуральная кожа;натуральная кожа;серебряный
500124329;черный;;Женский;Босоножки;Обувь;Лето;222126;Босоножки на платформе;кожа / пластик;натуральная кожа;98344;натуральная кожа;натуральная кожа;черный
500124330;черный;;Женский;Босоножки;Обувь;Лето;222126;Босоножки на платформе;кожа / пластик;натуральная кожа;98344;натуральная кожа;натуральная кожа;черный / серебряный
500124331;белый;;Женский;Сабо;Обувь;Лето;222126;Белые женские сабо;натуральная кожа;натуральная кожа;98345;натуральная кожа;натуральная кожа;белый
500124332;бежевый;;Женский;Сабо;Обувь;Лето;222126;Бежевые женские сабо;натуральная кожа;натуральная кожа;98345;натуральная кожа;натуральная кожа;бежевый
500124333;голубой;;Женский;Босоножки;Обувь;Лето;222126;Голубые женские босоножки;натуральная кожа;натуральная кожа;98346;натуральная кожа;натуральная кожа;голубой
500124334;черный;;Женский;Босоножки;Обувь;Лето;222126;Босоножки на платформе;натуральная кожа;натуральная кожа;98346;натуральная кожа;натуральная кожа;черный
500124335;коричневый;;Женский;Босоножки;Обувь;Лето;222126;Рыжые женские босоножки;натуральная кожа;натуральная кожа;98346;натуральная кожа;натуральная кожа;рыжий
500124336;черный;;Женский;Кроссовки;Обувь;Всесезонная;222127;Черные женские кроссовки;натуральная кожа;натуральная кожа;98347;без подкладки;без подкладки;черный
500124337;синий;;Женский;Кроссовки;Обувь;Всесезонная;222127;Женские кроссовки нубук;нубук;нубук;98347;без подкладки;без подкладки;темно-синий
500124345;бежевый;;Женский;Кроссовки;Обувь;Всесезонная;222127;Бежевые женские кроссовки;нубук;нубук;98347;без подкладки;без подкладки;бежевый
500124338;черный;;Женский;Лоферы;Обувь;Всесезонная;222129;Черные женские лоферы;натуральная кожа;натуральная кожа;98348;без подкладки;без подкладки;черный
500124339;бежевый;;Женский;Лоферы;Обувь;Всесезонная;222129;Бежевые женские лоферы;натуральная кожа;натуральная кожа;98348;без подкладки;без подкладки;бежевый
500124340;голубой;;Женский;Кеды;Обувь;Всесезонная;222130;Голубые женские кеды;натуральная кожа;натуральная кожа;98349;натуральная кожа;натуральная кожа;голубой
500124341;белый;;Женский;Кеды;Обувь;Всесезонная;222130;Белые женские кеды;натуральная кожа;натуральная кожа;98349;натуральная кожа;натуральная кожа;белый
500124342;черный;;Женский;Кеды;Обувь;Всесезонная;222130;Черные женские кеды;натуральная кожа;натуральная кожа;98349;натуральная кожа;натуральная кожа;черный
500124394;серый;;Женский;Кроссовки;Обувь;Лето;222133;Серые женские кроссовки;натуральная кожа;натуральная кожа;98350;натуральная кожа;натуральная кожа;серый
500124395;белый;;Женский;Кроссовки;Обувь;Лето;222133;Белые женские кроссовки;натуральная кожа;натуральная кожа;98350;натуральная кожа;натуральная кожа;белый
500124396;серый;;Женский;Кроссовки;Обувь;Всесезонная;222133;Серые женские кроссовки;натуральная кожа;натуральная кожа;98351;натуральная кожа;натуральная кожа;серый
500124397;белый;;Женский;Кроссовки;Обувь;Всесезонная;222133;Белые женские кроссовки;натуральная кожа;натуральная кожа;98351;натуральная кожа;натуральная кожа;белый
500124398;серебряный;;Женский;Кроссовки;Обувь;Весна-осень;222133;Серебряные женские кроссовки;натуральная кожа;натуральная кожа;98352;натуральная кожа;натуральная кожа;серебряный
500124399;розовый;;Женский;Кроссовки;Обувь;Весна-осень;222133;Розовые женские кроссовки;натуральная кожа;натуральная кожа;98352;натуральная кожа;натуральная кожа;розовый
500124402;белый;;Женский;Кроссовки;Обувь;Всесезонная;222134;Белые женские кроссовки;натуральная кожа;натуральная кожа;98353;натуральная кожа;натуральная кожа;белый
500124403;бежевый;;Женский;Кроссовки;Обувь;Всесезонная;222134;Бежевые женские кроссовки;натуральная кожа;натуральная кожа;98353;натуральная кожа;натуральная кожа;бежевый
500124400;серебряный;;Женский;Кеды;Обувь;Всесезонная;222134;Серебряные женские кеды;натуральная кожа;натуральная кожа;98354;натуральная кожа;натуральная кожа;серебряный
500124401;белый;;Женский;Кеды;Обувь;Всесезонная;222134;Белые женские кеды;натуральная кожа;натуральная кожа;98354;натуральная кожа;натуральная кожа;белый
500124404;коричневый;;Женский;Лоферы;Обувь;Лето;222135;Рыжые женские лоферы;натуральная кожа;натуральная кожа;98355;натуральная кожа;натуральная кожа;рыжий
500124405;голубой;;Женский;Лоферы;Обувь;Лето;222135;Голубые женские лоферы;натуральная кожа;натуральная кожа;98355;натуральная кожа;натуральная кожа;голубой
500124406;белый;;Женский;Лоферы;Обувь;Лето;222135;Белые женские лоферы;натуральная кожа;натуральная кожа;98355;натуральная кожа;натуральная кожа;белый
500124407;бежевый;;Женский;Лоферы;Обувь;Лето;222135;Бежевые женские лоферы;натуральная кожа;натуральная кожа;98355;натуральная кожа;натуральная кожа;бежевый
500124408;серый;;Женский;Кроссовки;Обувь;Лето;222136;Женские летние кроссовки ;натуральная кожа;натуральная кожа;98356;без подкладки;без подкладки;серый / белый
500124409;розовый;;Женский;Кроссовки;Обувь;Лето;222136;Женские кожаные кроссовки;натуральная кожа;натуральная кожа;98356;без подкладки;без подкладки;розовый / бежевый
500124415;серебряный;;Женский;Сабо;Обувь;Лето;222136;Серебряные женские сабо;натуральная кожа;натуральная кожа;98357;натуральная кожа;натуральная кожа;серебряный
500124410;бежевый;;Женский;Сабо;Обувь;Лето;222137;Женские сабо кожа;натуральная кожа;натуральная кожа;98358;натуральная кожа;натуральная кожа;светло-бежевый
500124411;черный;;Женский;Сабо;Обувь;Лето;222137;Женские сабо кожа;натуральная кожа;натуральная кожа;98358;натуральная кожа;натуральная кожа;черный
500124412;бежевый;;Женский;Сабо;Обувь;Лето;222137;Женские кожаные сабо;натуральная кожа;натуральная кожа;98359;натуральная кожа;натуральная кожа;темно-бежевый
500124413;черный;;Женский;Сабо;Обувь;Лето;222137;Сабо из натуральной кожи;натуральная кожа;натуральная кожа;98359;натуральная кожа;натуральная кожа;черный
500124414;розовый;;Женский;Сабо;Обувь;Лето;222137;Розовые женские сабо;натуральная кожа;натуральная кожа;98360;натуральная кожа;натуральная кожа;розовый
500124416;черный;;Женский;Сабо;Обувь;Лето;222137;Черные женские сабо;натуральная кожа;натуральная кожа;98360;натуральная кожа;натуральная кожа;черный
500124417;бежевый;;Женский;Сабо;Обувь;Лето;222137;Женские кожаные сабо;натуральная кожа;натуральная кожа;98361;натуральная кожа;натуральная кожа;бежевый / серебристый
500124418;черный;;Женский;Сабо;Обувь;Лето;222137;Женские сабо кожа;натуральная кожа;натуральная кожа;98361;натуральная кожа;натуральная кожа;черный
500124419;фиолетовый;;Женский;Сабо;Обувь;Лето;222137;Женские сабо кожа;натуральная кожа;натуральная кожа;98361;натуральная кожа;натуральная кожа;фиолетовый / серебристый
500124420;серебряный;;Женский;Босоножки;Обувь;Лето;222137;Серебряные женские босоножки;натуральная кожа;натуральная кожа;98362;натуральная кожа;натуральная кожа;серебряный
500124421;серый;;Женский;Босоножки;Обувь;Лето;222137;Женские летние босоножки;натуральная кожа;натуральная кожа;98362;натуральная кожа;натуральная кожа;белый / серебристый
500124422;черный;;Женский;Босоножки;Обувь;Лето;222137;Черные кожаные босоножки;натуральная кожа;натуральная кожа;98362;натуральная кожа;натуральная кожа;черный
500124423;белый;;Женский;Босоножки;Обувь;Лето;222137;Белые женские босоножки;натуральная кожа;натуральная кожа;98362;натуральная кожа;натуральная кожа;белый
500124424;бежевый;;Женский;Босоножки;Обувь;Лето;222138;Женские кожаные босоножки;натуральная кожа;натуральная кожа;98363;натуральная кожа;натуральная кожа;бежевый / золото
500124425;белый;;Женский;Босоножки;Обувь;Лето;222138;Женские босоножки лето;натуральная кожа;натуральная кожа;98363;натуральная кожа;натуральная кожа;белый / черный
500124426;черный;;Женский;Босоножки;Обувь;Лето;222138;Женские босоножки из кожи;натуральная кожа;натуральная кожа;98363;натуральная кожа;натуральная кожа;черный / серебряный
500124427;серебряный;;Женский;Сабо;Обувь;Лето;222139;Серебряные женские сабо;натуральная кожа;натуральная кожа;98364;натуральная кожа;натуральная кожа;серебряный
500124428;бежевый;;Женский;Сабо;Обувь;Лето;222139;Бежевые женские сабо;натуральная кожа;натуральная кожа;98364;натуральная кожа;натуральная кожа;бежевый
500124429;белый;;Женский;Сабо;Обувь;Лето;222139;Белые женские сабо;натуральная кожа;натуральная кожа;98364;натуральная кожа;натуральная кожа;белый
500124301;розовый;;Женский;Полуботинки;Обувь;Лето;222140;Розовые женские полуботинки;замша;замша;98365;натуральная кожа;натуральная кожа;розовый
500124302;синий;;Женский;Полуботинки;Обувь;Лето;222140;Женские замшевые полуботинки;замша;замша;98365;натуральная кожа;натуральная кожа;темно-синий
500124346;зеленый;;Женский;Полуботинки;Обувь;Лето;222140;Зеленые женские полуботинки;замша;замша;98365;натуральная кожа;натуральная кожа;зеленый
