IE_XML_ID;сезонность;Группировка по колодке (сайт);Наименование маркетинг;Материал верха (маркетинг);Материал верха фильтр;Группировка по моделям (сайт) ;Материал подкладки (маркетинг);Материал подкладки фильтр;Цвет (маркетинг);Цвет (фильтр)
500124146;Всесезонная;222205;Черные мужские мокасины;натуральная кожа;натуральная кожа;98383;натуральная кожа;натуральная кожа;черный;черный
500124147;Всесезонная;222205;Синие мужские мокасины;натуральная кожа;натуральная кожа;98383;натуральная кожа;натуральная кожа;синий;синий
500124151;Всесезонная;222207;Черные мужские мокасины;натуральная кожа;натуральная кожа;98384;натуральная кожа;натуральная кожа;черный;черный
500124153;Лето;222207;Синие мужские мокасины;натуральная кожа;натуральная кожа;98384;натуральная кожа;натуральная кожа;синий;синий
500124154;Всесезонная;222207;Синие мужские мокасины;натуральная кожа;натуральная кожа;98385;натуральная кожа;натуральная кожа;синий;синий
500124155;Всесезонная;222208;Синие мужские мокасины;натуральная кожа;натуральная кожа;98386;натуральная кожа;натуральная кожа;синий;синий
500124157;Всесезонная;222208;Черные мужские мокасины;натуральная кожа;натуральная кожа;98386;натуральная кожа;натуральная кожа;черный;черный
500124158;Всесезонная;222209;Коричневые туфли на каблуке;натуральная кожа;натуральная кожа;98387;натуральная кожа;натуральная кожа;коричневый;коричневый
500124159;Всесезонная;222209;Мужские туфли на каблуке;натуральная кожа;натуральная кожа;98388;натуральная кожа;натуральная кожа;черный;черный
500124161;Всесезонная;222209;Мужские туфли на каблуке;натуральная кожа;натуральная кожа;98389;натуральная кожа;натуральная кожа;бордовый;красный
500124162;Всесезонная;222209;Бордовые мужские полуботинки;натуральная кожа;натуральная кожа;98390;натуральная кожа;натуральная кожа;бордовый;красный
500124164;Всесезонная;222210;Мужские кроссовки замша;замша;замша;98391;текстиль;текстиль;темно-синий;синий
500124165;Всесезонная;222210;Зеленые мужские кроссовки;замша;замша;98391;текстиль;текстиль;зеленый;зеленый
500124166;Лето;222211;Бежевые мужские туфли;нубук;нубук;98392;без подкладки;без подкладки;бежевый;бежевый
500124167;Лето;222211;Синие мужские туфли;нубук;нубук;98392;без подкладки;без подкладки;синий;синий
500124168;Лето;222211;Серые туфли нубук;нубук;нубук;98392;без подкладки;без подкладки;серый;серый
500124169;Всесезонная;222212;Мужские туфли из кожи;натуральная кожа;натуральная кожа;98393;без подкладки;без подкладки;темно-синий;синий
500124175;Всесезонная;222215;Синие мужские туфли;натуральная кожа;натуральная кожа;98394;натуральная кожа;натуральная кожа;синий;синий
500124176;Всесезонная;222215;Коричневые мужские туфли;натуральная кожа;натуральная кожа;98394;натуральная кожа;натуральная кожа;коричневый;коричневый
500124177;Всесезонная;222215;Черные мужские полуботинки;натуральная кожа;натуральная кожа;98394;натуральная кожа;натуральная кожа;черный;черный
500124178;Всесезонная;222216;Рыжые мужские туфли;натуральная кожа;натуральная кожа;98395;без подкладки;без подкладки;рыжий;коричневый
500124179;Всесезонная;222216;Мужские туфли из кожи;натуральная кожа;натуральная кожа;98395;без подкладки;без подкладки;темно-синий;синий
500124180;Всесезонная;222216;Черные мужские полуботинки;натуральная кожа;натуральная кожа;98395;без подкладки;без подкладки;черный;черный
500124181;Всесезонная;222217;Мужские замшевые туфли;замша;замша;98396;натуральная кожа;натуральная кожа;темно-синий;синий
500124182;Всесезонная;222217;Бежевые мужские полуботинки;замша;замша;98396;натуральная кожа;натуральная кожа;бежевый;бежевый
500124183;Всесезонная;222218;Мужские кожаные кроссовки;натуральная кожа;натуральная кожа;98397;натуральная кожа;натуральная кожа;темно-синий;синий
500124184;Всесезонная;222218;Черные мужские кроссовки;натуральная кожа;натуральная кожа;98397;натуральная кожа;натуральная кожа;черный;черный
500124185;Всесезонная;222218;Белые мужские кроссовки;натуральная кожа;натуральная кожа;98397;натуральная кожа;натуральная кожа;белый;белый
500124186;Всесезонная;222219;Белые мужские кроссовки;натуральная кожа;натуральная кожа;98398;натуральная кожа;натуральная кожа;белый;белый
500124187;Всесезонная;222219;Серые мужские кроссовки;натуральная кожа;натуральная кожа;98398;натуральная кожа;натуральная кожа;серый;серый
500124188;Всесезонная;222219;Черные мужские кроссовки;натуральная кожа;натуральная кожа;98398;натуральная кожа;натуральная кожа;черный;черный
500124189;Всесезонная;222219;Синие мужские кроссовки;натуральная кожа;натуральная кожа;98398;натуральная кожа;натуральная кожа;синий;синий
500124190;Всесезонная;222220;Мужские кожаные туфли;натуральная кожа;натуральная кожа;98399;без подкладки;без подкладки;темно-синий;синий
500124191;Всесезонная;222220;Серые мужские полуботинки;натуральная кожа;натуральная кожа;98399;без подкладки;без подкладки;серый;серый
500124192;Всесезонная;222220;Красные мужские полуботинки;натуральная кожа;натуральная кожа;98399;без подкладки;без подкладки;красный;красный
500124193;Всесезонная;222220;Голубые мужские полуботинки;натуральная кожа;натуральная кожа;98399;без подкладки;без подкладки;голубой;голубой
500124194;Всесезонная;222220;Рыжые мужские полуботинки;натуральная кожа;натуральная кожа;98399;без подкладки;без подкладки;рыжий;коричневый
500124195;Всесезонная;222220;Черные мужские туфли;натуральная кожа;натуральная кожа;98399;без подкладки;без подкладки;черный;черный
500124196;Всесезонная;222221;Рыжые мужские полуботинки;натуральная кожа;натуральная кожа;98400;натуральная кожа;натуральная кожа;рыжий;коричневый
500124197;Всесезонная;222221;Красные мужские туфли;натуральная кожа;натуральная кожа;98400;натуральная кожа;натуральная кожа;красный;красный
500124198;Всесезонная;222221;Черные мужские полуботинки;натуральная кожа;натуральная кожа;98400;натуральная кожа;натуральная кожа;черный;черный
500124199;Лето;222221;Рыжые мужские полуботинки;натуральная кожа;натуральная кожа;98401;натуральная кожа;натуральная кожа;рыжий;коричневый
500124200;Лето;222221;Черные мужские полуботинки;натуральная кожа;натуральная кожа;98401;натуральная кожа;натуральная кожа;черный;черный
500124201;Лето;222221;Мужские летние туфли;натуральная кожа;натуральная кожа;98401;натуральная кожа;натуральная кожа;темно-синий;синий
500124202;Всесезонная;222222;Красные мужские кеды;натуральная кожа;натуральная кожа;98402;кожа/текстиль;натуральная кожа;красный;красный
500124203;Всесезонная;222222;Белые мужские кеды;натуральная кожа;натуральная кожа;98402;кожа/текстиль;натуральная кожа;белый;белый
500124204;Всесезонная;222222;Рыжые мужские кеды;натуральная кожа;натуральная кожа;98402;кожа/текстиль;натуральная кожа;рыжий;коричневый
500124205;Лето;222222;Серые мужские кеды;натуральная кожа;натуральная кожа;98403;натуральная кожа;натуральная кожа;серый;серый
500124206;Лето;222222;Черные мужские кеды;натуральная кожа;натуральная кожа;98403;натуральная кожа;натуральная кожа;черный;черный
500124207;Всесезонная;222223;Черные мужские туфли;натуральная кожа;натуральная кожа;98404;натуральная кожа;натуральная кожа;черный;черный
500124208;Всесезонная;222223;Мужские полуботинки кожа;натуральная кожа;натуральная кожа;98404;натуральная кожа;натуральная кожа;темно-синий;синий
500124209;Всесезонная;222223;Коричневые мужские полуботинки;натуральная кожа;натуральная кожа;98404;натуральная кожа;натуральная кожа;коричневый;коричневый
500124210;Всесезонная;222224;Черные мужские полуботинки;натуральная кожа;натуральная кожа;98405;натуральная кожа;натуральная кожа;черный;черный
500124211;Всесезонная;222224;Голубые мужские полуботинки;натуральная кожа;натуральная кожа;98405;натуральная кожа;натуральная кожа;голубой;голубой
500124212;Лето;222225;Голубые мужские кеды;натуральная кожа;натуральная кожа;98406;натуральная кожа;натуральная кожа;голубой;голубой
500124213;Лето;222225;Черные мужские кеды;натуральная кожа;натуральная кожа;98406;натуральная кожа;натуральная кожа;черный;черный
500124214;Всесезонная;222226;Черные мужские туфли;натуральная кожа;натуральная кожа;98407;без подкладки;без подкладки;черный;черный
500124215;Всесезонная;222226;Красные мужские туфли;натуральная кожа;натуральная кожа;98407;без подкладки;без подкладки;красный;красный
500124216;Всесезонная;222226;Полуботинки из натуральной кожи;натуральная кожа;натуральная кожа;98407;без подкладки;без подкладки;темно-синий;синий
500124217;Лето;222226;Черные мужские туфли;натуральная кожа;натуральная кожа;98408;без подкладки;без подкладки;черный;черный
500124218;Лето;222226;Коричневые мужские туфли;натуральная кожа;натуральная кожа;98409;без подкладки;без подкладки;коричневый;коричневый
500124219;Лето;222226;Красные мужские туфли;натуральная кожа;натуральная кожа;98409;без подкладки;без подкладки;красный;красный
500124220;Всесезонная;222226;Синие мужские туфли;натуральная кожа;натуральная кожа;98410;без подкладки;без подкладки;синий;синий
500124221;Всесезонная;222226;Черные мужские туфли;натуральная кожа;натуральная кожа;98410;без подкладки;без подкладки;черный;черный
500124222;Всесезонная;222226;Коричневые мужские туфли;натуральная кожа;натуральная кожа;98411;без подкладки;без подкладки;коричневый;коричневый
500124223;Всесезонная;222226;Черные мужские полуботинки;натуральная кожа;натуральная кожа;98411;без подкладки;без подкладки;черный;черный
500124224;Лето;222226;Черные мужские полуботинки;натуральная кожа;натуральная кожа;98412;без подкладки;без подкладки;черный;черный
500124225;Лето;222227;Синие мужские полуботинки;натуральная кожа;натуральная кожа;98413;без подкладки;без подкладки;синий;синий
500124226;Лето;222227;Коричневые мужские полуботинки;натуральная кожа;натуральная кожа;98413;без подкладки;без подкладки;коричневый;коричневый
500124227;Всесезонная;222228;Голубые мужские кроссовки;натуральная кожа;натуральная кожа;98414;натуральная кожа;натуральная кожа;голубой;голубой
500124228;Всесезонная;222228;Черные мужские кроссовки;натуральная кожа;натуральная кожа;98414;натуральная кожа;натуральная кожа;черный;черный
500124229;Всесезонная;222228;Белые мужские кроссовки;натуральная кожа;натуральная кожа;98414;натуральная кожа;натуральная кожа;белый;белый
500124967;Всесезонная;222231;Черные мужские полуботинки;натуральная кожа;натуральная кожа;98415;без подкладки;без подкладки;черный;черный
500124968;Всесезонная;222232;Черные мужские туфли;натуральная кожа;натуральная кожа;98416;натуральная кожа;натуральная кожа;черный;черный
500124969;Всесезонная;222234;Рыжые мужские полуботинки;натуральная кожа;натуральная кожа;98417;натуральная кожа;натуральная кожа;рыжий;коричневый
500124813;Всесезонная;224104;Розовые женские туфли;натуральная кожа;натуральная кожа;98418;натуральная кожа;натуральная кожа;розовый;розовый
500124814;Всесезонная;224106;Серые женские туфли;натуральная кожа;натуральная кожа;98419;натуральная кожа;натуральная кожа;серый;серый
500124815;Всесезонная;224108;Розовые женские кроссовки;натуральная кожа;натуральная кожа;98420;натуральная кожа;натуральная кожа;розовый;розовый
500124816;Всесезонная;224108;Серые женские кроссовки;натуральная кожа;натуральная кожа;98420;натуральная кожа;натуральная кожа;серый;серый
500124817;Всесезонная;224110;Женские кеды из кожи;натуральная кожа;натуральная кожа;98421;натуральная кожа;натуральная кожа;белый / черный;белый
500124818;Всесезонная;224111;Бежевые женские ботинки;натуральная кожа;натуральная кожа;98422;натуральная кожа;натуральная кожа;бежевый;бежевый
500124819;Всесезонная;224113;Красные женские полусапоги;натуральная кожа;натуральная кожа;98423;натуральная кожа;натуральная кожа;красный;красный
500124820;Всесезонная;224114;Красные женские кроссовки;натуральная кожа;натуральная кожа;98424;натуральная кожа;натуральная кожа;красный;красный
500124821;Всесезонная;224114;Черные женские кроссовки;натуральная кожа;натуральная кожа;98424;натуральная кожа;натуральная кожа;черный;черный
500123958;Всесезонная;224200;Синие мужские туфли;натуральная кожа;натуральная кожа;98425;натуральная кожа;натуральная кожа;синий;синий
500123959;Всесезонная;224200;Коричневые мужские полуботинки;натуральная кожа;натуральная кожа;98425;натуральная кожа;натуральная кожа;коричневый;коричневый
500123960;Всесезонная;224201;Коричневые мужские полуботинки;замша;замша;98426;натуральная кожа;натуральная кожа;коричневый;коричневый
500123961;Всесезонная;224201;Туфли из натуральной кожи;натуральная кожа;натуральная кожа;98426;натуральная кожа;натуральная кожа;серо-синий;синий
500123962;Всесезонная;224202;Синие мужские полуботинки;натуральная кожа;натуральная кожа;98427;натуральная кожа;натуральная кожа;синий;синий
500123963;Всесезонная;224202;Туфли из натуральной кожи;натуральная кожа;натуральная кожа;98427;натуральная кожа;натуральная кожа;темно-коричневый;коричневый
500122924;Всесезонная;225100;Черные женские слиперы;натуральная кожа;натуральная кожа;98428;текстиль;текстиль;черный;черный
500122925;Всесезонная;225100;Серые женские слиперы;натуральная кожа;натуральная кожа;98428;текстиль;текстиль;серый;серый
500123023;Всесезонная;225100;Молочные женские кеды;натуральная кожа;натуральная кожа;98429;текстиль;текстиль;молочный;молочный
500122929;Лето;225101;Белые женские кеды;натуральная кожа;натуральная кожа;98430;без подкладки;без подкладки;белый;белый
500122930;Лето;225101;Синие женские кеды;натуральная кожа;натуральная кожа;98430;без подкладки;без подкладки;синий;синий
500122931;Лето;225101;Желтые женские кеды;натуральная кожа;натуральная кожа;98430;без подкладки;без подкладки;желтый;желтый
500122932;Лето;225101;Бежевые женские кеды;натуральная кожа;натуральная кожа;98430;без подкладки;без подкладки;бежевый;бежевый
500122937;Лето;225102;Бежевые женские кеды;натуральная кожа;натуральная кожа;98431;текстиль;текстиль;бежевый;бежевый
500122938;Лето;225102;Желтые женские кеды;натуральная кожа;натуральная кожа;98431;текстиль;текстиль;желтый;желтый
500122939;Лето;225102;Серые женские кеды;натуральная кожа;натуральная кожа;98431;текстиль;текстиль;серый;серый
500122933;Лето;225102;Красные женские кеды;натуральная кожа;натуральная кожа;98432;без подкладки;без подкладки;красный;красный
500122934;Лето;225102;Синие женские кеды;натуральная кожа;натуральная кожа;98432;без подкладки;без подкладки;синий;синий
500122935;Лето;225102;Бежевые женские кеды;натуральная кожа;натуральная кожа;98432;без подкладки;без подкладки;бежевый;бежевый
500122926;Всесезонная;225102;Желтые женские слиперы;натуральная кожа;натуральная кожа;98433;текстиль;текстиль;желтый;желтый
500122927;Всесезонная;225102;Бежевые женские слиперы;натуральная кожа;натуральная кожа;98433;текстиль;текстиль;бежевый;бежевый
500122928;Всесезонная;225102;Синие женские слиперы;натуральная кожа;натуральная кожа;98433;текстиль;текстиль;синий;синий
500123049;Всесезонная;225102;Молочные женские слиперы;натуральная кожа;натуральная кожа;98434;без подкладки;без подкладки;молочный;молочный
500122940;Всесезонная;225103;Синие женские кроссовки;натуральная кожа;натуральная кожа;98435;текстиль;текстиль;синий;синий
500122941;Всесезонная;225103;Бежевые женские кроссовки;натуральная кожа;натуральная кожа;98435;текстиль;текстиль;бежевый;бежевый
500123019;Всесезонная;225104;Молочные женские кеды;натуральная кожа;натуральная кожа;98436;без подкладки;без подкладки;молочный;молочный
500123020;Всесезонная;225105;Молочные женские кеды;натуральная кожа;натуральная кожа;98437;без подкладки;без подкладки;молочный;молочный
500123021;Всесезонная;225105;Черные женские кеды;натуральная кожа;натуральная кожа;98437;без подкладки;без подкладки;черный;черный
500123022;Всесезонная;225105;Желтые женские кеды;натуральная кожа;натуральная кожа;98437;без подкладки;без подкладки;желтый;желтый
500122851;Всесезонная;226105;Женские слиперы из кожи;натуральная кожа;натуральная кожа;98438;без подкладки;без подкладки;светло-розовый;розовый
500122852;Всесезонная;226105;Голубые женские слиперы;натуральная кожа;натуральная кожа;98438;без подкладки;без подкладки;голубой;голубой
500122853;Всесезонная;226105;Бежевые женские слиперы;замша;замша;98438;без подкладки;без подкладки;бежевый;бежевый
500122854;Всесезонная;226105;Желтые женские слиперы;натуральная кожа;натуральная кожа;98439;без подкладки;без подкладки;желтый;желтый
500122855;Всесезонная;226105;Розовые женские слиперы;замша;замша;98439;без подкладки;без подкладки;розовый;розовый
500122863;Лето;226106;Голубые женские сабо;натуральная кожа;натуральная кожа;98440;натуральная кожа;натуральная кожа;голубой;голубой
500122864;Лето;226106;Женские сабо на каблуке;натуральная кожа;натуральная кожа;98440;натуральная кожа;натуральная кожа;черный;черный
500122865;Лето;226106;Серые женские сабо;натуральная кожа;натуральная кожа;98440;натуральная кожа;натуральная кожа;серый;серый
500122866;Лето;226106;Розовые женские босоножки;замша;замша;98441;натуральная кожа;натуральная кожа;розовый;розовый
500122867;Лето;226106;Бежевые женские босоножки;замша;замша;98441;натуральная кожа;натуральная кожа;бежевый;бежевый
500122868;Лето;226106;Серые женские босоножки;замша;замша;98441;натуральная кожа;натуральная кожа;серый;серый
500122869;Всесезонная;226107;Голубые женские полуботинки;замша;замша;98442;натуральная кожа;натуральная кожа;голубой;голубой
500122870;Всесезонная;226107;Зеленые женские полуботинки;замша;замша;98442;натуральная кожа;натуральная кожа;зеленый;зеленый
500122873;Лето;226109;Серые женские туфли;замша;замша;98443;натуральная кожа;натуральная кожа;серый;серый
500122874;Лето;226109;Голубые женские туфли;замша;замша;98443;натуральная кожа;натуральная кожа;голубой;голубой
500122948;Всесезонная;226116;Черные женские полуботинки;натуральная кожа;натуральная кожа;98444;натуральная кожа;натуральная кожа;черный;черный
500122794;Всесезонная;227200;Синие мужские туфли;натуральная кожа;натуральная кожа;98445;натуральная кожа;натуральная кожа;синий;синий
500122795;Всесезонная;227200;Рыжые мужские туфли;натуральная кожа;натуральная кожа;98445;натуральная кожа;натуральная кожа;рыжий;коричневый
500122793;Всесезонная;227201;Коричневые мужские кроссовки;замша;замша;98446;натуральная кожа;натуральная кожа;коричневый;коричневый
500122796;Всесезонная;227201;Серые мужские кроссовки;замша;замша;98446;натуральная кожа;натуральная кожа;серый;серый
500122797;Всесезонная;227202;Синие мужские туфли;замша;замша;98447;натуральная кожа;натуральная кожа;синий;синий
500122798;Всесезонная;227202;Коричневые мужские туфли;замша;замша;98447;натуральная кожа;натуральная кожа;коричневый;коричневый
500122801;Всесезонная;227203;Мужские кожаные кроссовки;натуральная кожа;натуральная кожа;98448;натуральная кожа;натуральная кожа;светло-коричневый;коричневый
500122802;Всесезонная;227203;Синие мужские кроссовки;натуральная кожа;натуральная кожа;98448;натуральная кожа;натуральная кожа;синий;синий
500122803;Всесезонная;227204;Коричневые мужские туфли;натуральная кожа;натуральная кожа;98449;натуральная кожа;натуральная кожа;коричневый;коричневый
500122804;Всесезонная;227204;Синие мужские туфли;натуральная кожа;натуральная кожа;98449;натуральная кожа;натуральная кожа;синий;синий
500122805;Всесезонная;227204;Черные мужские туфли;натуральная кожа;натуральная кожа;98449;натуральная кожа;натуральная кожа;черный;черный
500122806;Всесезонная;227205;Бежевые мужские полуботинки;замша;замша;98450;натуральная кожа;натуральная кожа;бежевый;бежевый
500122807;Всесезонная;227205;Синие мужские полуботинки;натуральная кожа;натуральная кожа;98450;натуральная кожа;натуральная кожа;синий;синий
500122810;Всесезонная;227207;Бежевые мужские мокасины;замша;замша;98451;без подкладки;без подкладки;бежевый;бежевый
500122811;Всесезонная;227207;Рыжые мужские мокасины;замша;замша;98451;без подкладки;без подкладки;рыжий;коричневый
500122812;Всесезонная;227208;Коричневые мужские полуботинки;натуральная кожа;натуральная кожа;98452;натуральная кожа;натуральная кожа;коричневый;коричневый
500122815;Всесезонная;227209;Мужские кеды нубук;нубук;нубук;98453;натуральная кожа;натуральная кожа;светло-серый;серый
500122816;Всесезонная;227209;Мужские кеды нубук;нубук;нубук;98453;натуральная кожа;натуральная кожа;темно-синий;синий
500122817;Всесезонная;227210;Синие мужские кроссовки;замша;замша;98454;натуральная кожа;натуральная кожа;синий;синий
500122818;Всесезонная;227211;Серые мужские кеды;натуральная кожа;натуральная кожа;98455;текстиль;текстиль;серый;серый
500122829;Всесезонная;227214;Коричневые мужские мокасины;натуральная кожа;натуральная кожа;98456;без подкладки;без подкладки;коричневый;коричневый
500122830;Всесезонная;227215;Синие мужские кеды;натуральная кожа;натуральная кожа;98457;текстиль;текстиль;синий;синий
500122831;Всесезонная;227215;Серые мужские кеды;натуральная кожа;натуральная кожа;98457;текстиль;текстиль;серый;серый
500122832;Всесезонная;227216;Коричневые мужские кеды;натуральная кожа;натуральная кожа;98458;текстиль;текстиль;коричневый;коричневый
500122833;Всесезонная;227216;Зеленые мужские кеды;натуральная кожа;натуральная кожа;98458;текстиль;текстиль;зеленый;зеленый
500122834;Всесезонная;227216;Черные мужские кеды;натуральная кожа;натуральная кожа;98458;текстиль;текстиль;черный;черный
500122835;Всесезонная;227217;Мужские кеды кожа;натуральная кожа;натуральная кожа;98459;текстиль;текстиль;темно-синий;синий
500122836;Всесезонная;227217;Красные мужские кеды;натуральная кожа;натуральная кожа;98459;текстиль;текстиль;красный;красный
500122837;Всесезонная;227218;Мужские кожаные кеды;натуральная кожа;натуральная кожа;98460;натуральная кожа;натуральная кожа;темно-синий;синий
500122838;Всесезонная;227218;Рыжые мужские кеды;натуральная кожа;натуральная кожа;98460;натуральная кожа;натуральная кожа;рыжий;коричневый
500122839;Всесезонная;227219;Белые мужские кеды;натуральная кожа;натуральная кожа;98461;натуральная кожа;натуральная кожа;белый;белый
500122840;Всесезонная;227219;Зеленые мужские кеды;натуральная кожа;натуральная кожа;98461;натуральная кожа;натуральная кожа;зеленый;зеленый
500122841;Всесезонная;227219;Желтые мужские кеды;натуральная кожа;натуральная кожа;98461;натуральная кожа;натуральная кожа;желтый;желтый
500122842;Всесезонная;227220;Рыжые мужские полуботинки;натуральная кожа;натуральная кожа;98462;натуральная кожа;натуральная кожа;рыжий;коричневый
500122843;Всесезонная;227220;Синие мужские полуботинки;натуральная кожа;натуральная кожа;98462;натуральная кожа;натуральная кожа;синий;синий
500122875;Всесезонная;228100;Синие женские слиперы;замша;замша;98463;без подкладки;без подкладки;синий;синий
500122876;Всесезонная;228100;Бежевые женские слиперы;натуральная кожа;натуральная кожа;98463;без подкладки;без подкладки;бежевый;бежевый
500122877;Всесезонная;228100;Женские кожаные полуботинки;натуральная кожа;натуральная кожа;98464;без подкладки;без подкладки;светло-коричневый;коричневый
500122878;Всесезонная;228100;Серые женские полуботинки;замша;замша;98464;без подкладки;без подкладки;серый;серый
500122894;Лето;228102;Черные женские сандалии;натуральная кожа;натуральная кожа;98465;натуральная кожа;натуральная кожа;черный;черный
500122895;Лето;228102;Золотые женские сандалии;натуральная кожа;натуральная кожа;98465;натуральная кожа;натуральная кожа;золотой;желтый
500122893;Лето;228102;Серебряные женские сандалии;натуральная кожа;натуральная кожа;98465;натуральная кожа;натуральная кожа;серебряный;серебряный
500122897;Лето;228102;Золотые женские сандалии;натуральная кожа;натуральная кожа;98466;натуральная кожа;натуральная кожа;золотой;желтый
500122896;Лето;228102;Серебряные женские сандалии;натуральная кожа;натуральная кожа;98467;натуральная кожа;натуральная кожа;серебряный;серебряный
500122892;Лето;228102;Черные женские сандалии;натуральная кожа;натуральная кожа;98468;натуральная кожа;натуральная кожа;черный;черный
500122881;Всесезонная;228201;Мужские кожаные кроссовки;натуральная кожа;натуральная кожа;98469;без подкладки;без подкладки;темно-синий;синий
500122882;Всесезонная;228202;Мужские кожаные кеды;натуральная кожа;натуральная кожа;98470;без подкладки;без подкладки;темно-синий;синий
500122883;Всесезонная;228202;Синие мужские кеды;натуральная кожа;натуральная кожа;98470;без подкладки;без подкладки;синий;синий
500122884;Всесезонная;228203;Замшевые мужские туфли;замша;замша;98471;натуральная кожа;натуральная кожа;бежевый;бежевый
500122885;Всесезонная;228204;Бежевые мужские туфли;замша;замша;98472;без подкладки;без подкладки;бежевый;бежевый
500122886;Всесезонная;228204;Мужские замшевые полуботинки;замша;замша;98472;без подкладки;без подкладки;темно-синий;синий
500122887;Всесезонная;228205;Зеленые мужские кеды;натуральная кожа;натуральная кожа;98473;натуральная кожа;натуральная кожа;зеленый;зеленый
500122888;Всесезонная;228205;Синие мужские кеды;натуральная кожа;натуральная кожа;98473;натуральная кожа;натуральная кожа;синий;синий
500122889;Всесезонная;228205;Красные мужские кеды;натуральная кожа;натуральная кожа;98473;натуральная кожа;натуральная кожа;красный;красный
500122890;Всесезонная;228206;Синие мужские полуботинки;замша;замша;98474;без подкладки;без подкладки;синий;синий
500122891;Всесезонная;228206;Серые мужские туфли;замша;замша;98474;без подкладки;без подкладки;серый;серый
500123623;Всесезонная;229103;Синие лаковые лоферы;лакированная кожа;лаковая кожа;98475;натуральная кожа;натуральная кожа;синий;синий
500123621;Всесезонная;229103;Черные женские лоферы;натуральная кожа;натуральная кожа;98475;натуральная кожа;натуральная кожа;черный;черный
500123629;Всесезонная;229104;Черные женские лоферы;натуральная кожа;натуральная кожа;98476;натуральная кожа;натуральная кожа;черный;черный
500123633;Всесезонная;229107;Черные женские лоферы;натуральная кожа;натуральная кожа;98477;натуральная кожа;натуральная кожа;черный;черный
500123634;Всесезонная;229107;Синие женские лоферы;натуральная кожа;натуральная кожа;98477;натуральная кожа;натуральная кожа;синий;синий
500123635;Всесезонная;229108;Белые женские лоферы;натуральная кожа;натуральная кожа;98478;натуральная кожа;натуральная кожа;белый;белый
500123636;Всесезонная;229108;Бежевые женские лоферы;натуральная кожа;натуральная кожа;98479;натуральная кожа;натуральная кожа;бежевый;бежевый
500123658;Лето;229205;Бежевые мужские мокасины;натуральная кожа;натуральная кожа;98480;без подкладки;без подкладки;бежевый;бежевый
500123659;Лето;229205;Мужские мокасины нубук;нубук;нубук;98480;без подкладки;без подкладки;светло-коричневый;коричневый
500123660;Лето;229205;Синие мужские мокасины;нубук;нубук;98480;натуральная кожа;натуральная кожа;синий;синий
500123661;Всесезонная;229205;Черные мужские мокасины;натуральная кожа;натуральная кожа;98481;натуральная кожа;натуральная кожа;черный;черный
